title,dates,start,end,span,description,people,doctype,publisher,keywords,locations,filetype,item-id,source,type,format,rights,language,link,cdmid
Whitetail Club Folder,4/18/1991 - 9/10/2015,4/18/1991,9/10/2015,1991-2015,17 pages of subject files containing and related to Whitetail Club,"Manchester, Douglas; Sabala, John; Scott, Dan;",,Idaho Statesman; McCall Magazine; The Star-News;,Shore Lodge; Whitetail club;,"McCall, ID; Payette Lake;",Subject Files,Whitetail_Club,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/910,910
Wildlife: Bees Folder,9/11/1997 - 9/11/1997,9/11/1997,9/11/1997,1997-1997,1 pages of subject files containing and related to Wildlife: Bees,"Bechinski, Ed; Bees; Kahn, Jim; Neal, Joye;",,The Star-News;,,"Valley County; Cascade, ID;",Subject Files,Wildlife-Bees,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/911,911
Wildlife: Bighorn Sheep Folder,10/12/1995 - 3/17/2011,10/12/1995,3/17/2011,1995-2011,23 pages of subject files containing and related to Wildlife: Bighorn Sheep,"Cassirer, Frances;",,Idaho Statesman; The Star-News;,Bighorn Sheep; Forest Service; Foundation for North American Wild Sheep; pneumonia; Pasteurella; Record of Decision; Rocky Mountain Bighorn Sheep; Nez Perce Tribe;,Hells Canyon; Payette National Forest; Salmon River;,Subject Files,Wildlife-Bighorn_Sheep,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/912,912
Wildlife: Birds Folder,10/1/1977 - 12/26/2013,10/1/1977,12/26/2013,1977-2013,15 pages of subject files containing and related to Wildlife: Birds,"Egnew, Ana; Evans Mack, Diane; Nelson, Morley;",,High Country News; Idaho Statesman; The Long Valley Advocate; The Star-News;,golden eagle; habitat; migration; osprey; pileated woodpecker; rufous humming birds; sandhill cranes;,"Cascade, ID; Gold Fork, ID; McCall, ID;",Subject Files,Wildlife-Birds,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/913,913
Wildlife: Cougars Folder,12/19/1994 - 12/19/1994,12/19/1994,12/19/1994,1994-1994,2 pages of subject files containing and related to Wildlife: Cougars,,,Idaho Statesman;,Cougars; Hornocker Wildlife Research Institute; Mountain Lions;,"Big Creek, ID; Salmon River;",Subject Files,Wildlife-Cougars,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/914,914
Wildlife: Deer Folder,8/30/1989 - 10/8/1997,8/30/1989,10/8/1997,1989-1997,5 pages of subject files containing and related to Wildlife: Deer,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,deer; fencing; fire zone; poaching; &apos;pothead&apos; deer;,"McCall, ID;",Subject Files,Wildlife-Deer,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/915,915
Wildlife: Elk Folder,7/26/1964 - 10/20/2011,7/26/1964,10/20/2011,1964-2011,14 pages of subject files containing and related to Wildlife: Elk,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Elk; &apos;Elvis the Elk&apos;; poaching; Points Ranch; relocation;,"Donnelly, ID;",Subject Files,Wildlife-Elk,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/916,916
Wildlife: Foxes Folder,5/20/1987 - 5/20/1987,5/20/1987,5/20/1987,1987-1987,1 pages of subject files containing and related to Wildlife: Foxes,"Williams, Tom and Marie;",,The Star-News;,Fox; Foxes;,Cascade Reservoir;,Subject Files,Wildlife-Foxes,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/917,917
Wildlife: Geese Folder,7/4/1992 - 5/21/1997,7/4/1992,5/21/1997,1992-1997,4 pages of subject files containing and related to Wildlife: Geese,,,Idaho Statesman; The Long Valley Advocate;,Canada Geese; Goose; Osprey nest;,Payette River;,Subject Files,Wildlife-Geese,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/918,918
Wildlife: Lynx Folder,3/22/2000 - 3/22/2000,3/22/2000,3/22/2000,2000-2000,2 pages of subject files containing and related to Wildlife: Lynx,,,Idaho Statesman;,Endanaged Species; Lynx;,Boise National Forest;,Subject Files,Wildlife-Lynx,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/919,919
Wildlife: Moose Folder,6/23/1993 - 2/9/2001,6/23/1993,2/9/2001,1993-2001,2 pages of subject files containing and related to Wildlife: Moose,,,Idaho Statesman; The Long Valley Advocate;,Moose; Prey; predator-prey relations; Wolves; Grizzly Bears;,"Yellowstone National Park; Cascade, ID;",Subject Files,Wildlife-Moose,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/920,920
Wilderness Areas Folder,1/1/1965 - 8/1/1996,1/1/1965,8/1/1996,1965-1996,19 pages of subject files containing and related to Wilderness Areas,"LaRocco, Larry (Representative);",Publication;,Idaho Statesman; Intermountain Region Wilderness; The Star-News;,Idaho Conservation League; Primitive Areas; Wilderness Areas;,Frank Church Wilderness; Idaho Primitive Area; Sawtooth Primitive Area;,Subject Files,Wilderness_Areas,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/921,921
Wildlife: Mountain Goats Folder,2/26/1997 - 2/26/1997,2/26/1997,2/26/1997,1997-1997,2 pages of subject files containing and related to Wildlife: Mountain Goats,,,Idaho Statesman;,Mountain Goats; Sawtooth National Recreation Area;,"Ketchum, ID; Sawtooth National Recreation Area;",Subject Files,Wildlife-Mountain_Goats,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/922,922
Wildlife: Snakes Folder,7/1/1978 - 6/14/2012,7/1/1978,6/14/2012,1978-2012,4 pages of subject files containing and related to Wildlife: Snakes,,,High Country News; Idaho Statesman; The Star-News;,rattlesnakes; snakes;,"McCall, ID; Middle Fork Salmon River;",Subject Files,Wildlife-Snakes,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/923,923
Wildlife: Squirrels Folder,7/25/1996 - 3/22/2002,7/25/1996,3/22/2002,1996-2002,5 pages of subject files containing and related to Wildlife: Squirrels,,,The Long Valley Advocate; The Star-News;,Northern Idaho Ground Squirrel;,Payette National Forest;,Subject Files,Wildlife-Squirrels,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/924,924
Wildlife: Wolverines Folder,2/11/2010 - 1/16/2017,2/11/2010,1/16/2017,2010-2017,5 pages of subject files containing and related to Wildlife: Wolverines,"Evans Mack, Diane;",,The Star-News;,Idaho Department of Fish and Game; Wolverines;,Payette National Forest;,Subject Files,Wildlife-Wolverines,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/925,925
Wildlife: Bears Folder,12/14/1973 - 8/30/2012,12/14/1973,8/30/2012,1973-2012,45 pages of subject files containing and related to Wildlife: Bears,,Publication;,Idaho Statesman; Payette National Forest; The Star-News;,Black Bears; Department of Fish and Game; Endangered Species List; Grizzly Bears; Reintroduction;,"Council, ID; Payette National Forest; Orofino, ID; Lewiston, ID;",Subject Files,Wildlife-Bears,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/926,926
Wildlife: Wolves Folder,6/1/1978 - 2/14/2003,6/1/1978,2/14/2003,1978-2003,155 pages of subject files containing and related to Wildlife: Wolves,,Business Report; News Release; Newsletters; Journal Article; Educational materials;,"Carolina Biological Supply Company; High Country News; The Star-News; Idaho Statesman; Office of Species conservation; Wolf Recovery foundation, Defenders of Wildlife; Wolf Recovery and Education Center;",Wolves; Grey; Wolf Education and Research Center; Mission: Wolf; Species Conservation; Wolf recovery; Predators; Reintroduction; endangered species,"Central Idaho; Yellowstone National Park; Winchester, ID;",Subject Files,Wildlife-Wolves,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/927,927
Winter Sports: Alpine Skiing II: 1991-2013 Folder,1/1/1991 - 3/14/2013,1/1/1991,3/14/2013,1991-2013,46 pages of subject files containing and related to Winter Sports: Alpine Skiing II: 1991-2013,"Engen, Cory; Nelson, Lyle; Watkins, Ray;",,Idaho Statesman; The Long Valley Advocate; The Star-News;,Alpine Skiiing; Brundage Mountain Ski Area; Engen Cup; Little Ski Hill; Mitey Mites; Payette Lakes Ski Club; Skiiing;,"Brundage Mountain; McCall, ID;",Subject Files,Winter_Sports-Alpine_Skiing_II-1991-2013,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/928,928
"Winter Sports: Alpine Skiing, Mighty Mights Folder",3/20/1947 - 3/24/2016,3/20/1947,3/24/2016,1947-2016,"69 pages of subject files containing and related to Winter Sports: Alpine Skiing, Mighty Mights",,Competition Results; Entry Forms;,"Idaho Statesman; Payette Lakes Star, The Star-News;","Payette Lakes Ski Club; Mitey-Mites Racing Team; Jumping Team; Bogus Basin; Tournament; Little Ski Hill; Engen Cup; Cross Country skiing; Anthony Lakes; Payette Lakes Skii Club entry form, Race Results;","Brundage Mountain; McCall, ID;",Subject Files,Winter_Sports-Alpine_Skiing_Mighty_Mights,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/929,929
Winter Sports: Biathlon Folder,1/15/1981 - 2/9/2017,1/15/1981,2/9/2017,1981-2017,21 pages of subject files containing and related to Winter Sports: Biathlon,,,Idaho Statesman; The Star-News;,Biathlon; Cross County Skiing; U.S. National Championships; U.S Olympic Trials; Course Prep; Shooting; British Biathletes,"McCall, ID;",Subject Files,Winter_Sports-Biathlon,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/930,930
Winter Sports: Curling Folder,3/15/2012 - 11/19/2015,3/15/2012,11/19/2015,2012-2015,9 pages of subject files containing and related to Winter Sports: Curling,,,The Star-News;,Curling; Manchester Ice and Event Centre; McCall Curling Club; Nash Rink; Rocktoberspiel;,"McCall, ID;",Subject Files,Winter_Sports-Curling,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/931,931
Winter Sports: Dog Sled Racing Folder,2/11/1937 - 11/27/2000,2/11/1937,11/27/2000,1937-2000,21 pages of subject files containing and related to Winter Sports: Dog Sled Racing,"Brown, Warren; Geelan, Thula;",Competition Results;,Cascade Carnival; Idaho Statesman; The Long Valley Advocate; The Star-News;,Dog Sledding; Whooping&apos; Thula;,"McCall, ID;",Subject Files,Winter_Sports-Dog_Sled_Racing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/932,932
Winter Sports: Hockey Folder,2/29/1996 - 2/23/2017,2/29/1996,2/23/2017,1996-2017,41 pages of subject files containing and related to Winter Sports: Hockey,,,The Star-News;,Chix with Stix; Ice Hockey; Idaho Amateur Hockey Association Player Development Camp; McCall Ice Breakers; McCall Mountaineers Pee Wee team; McCall Ms. Conducts; McCall Ospreys; McCall Youth Hockey Association;,"McCall, ID;",Subject Files,Winter_Sports-Hockey,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/933,933
Winter Sports: Hockey - Junior Steelheads I 2012-2015 Folder,1/1/2012 - 12/31/2015,1/1/2012,12/31/2015,2012-2015,165 pages of subject files containing and related to Winter Sports: Hockey - Junior Steelheads I 2012-2015,,,The Star-News;,Ice Hockey; Idaho Junior Steelheads; Thorne Cup; Western States Hockey League;,"McCall, ID;",Subject Files,Winter_Sports-Hockey_-_Junior_Steelheads_I_2012-2015,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/934,934
Winter Sports: Accidents Folder,4/18/1966 - 3/15/2015,4/18/1966,3/15/2015,1966-2015,17 pages of subject files containing and related to Winter Sports: Accidents,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Snowmobile; Avalanche; Skiing; Little Ski Hill;,"Brundage Mountain; McCall, ID; Smith&apos;s Ferry;",Subject Files,Winter_Sports-Accidents,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/935,935
Winter Sports: Hockey - Junior Steelheads II 2016-2017 Folder,1/1/2016 - 4/20/2017,1/1/2016,4/20/2017,2016-2017,93 pages of subject files containing and related to Winter Sports: Hockey - Junior Steelheads II 2016-2017,,,The Star-News;,Ice Hockey; Idaho Junior Steelheads; Thorne Cup; Western States Hockey League;,"McCall, ID;",Subject Files,Winter_Sports-Hockey_-_Junior_Steelheads_II_2016-2017,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/936,936
Winter Sports: Ice Skating Folder,1/17/1963 - 1/5/2017,1/17/1963,1/5/2017,1963-2017,68 pages of subject files containing and related to Winter Sports: Ice Skating,"Crogh, Alex;",,Idaho Statesman; The Long Valley Advocate; The Star-News;,Manchester Ice and Event Centre; McCall Figures Skating Club; McCall Ice Skating Association; McCall ice skating rink; Sun Valley Summer Figure Skating Championships;,"McCall, ID; Payette Lake",Subject Files,Winter_Sports-Ice_Skating,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/937,937
Winter Sports: Idaho Senior Games Folder,3/29/1969 - 8/17/1995,3/29/1969,8/17/1995,1969-1995,7 pages of subject files containing and related to Winter Sports: Idaho Senior Games,"Auseklis, Nacy; Brown, Frank; Decum, Edna; Dorris, Mike; Eccles, Spence; Engen, Corey; Keyes, Bob; Tansley, John;",,Idaho Statesman; The Star-News;,National Veterans Skiing Championships;,"Brundage Mountain; McCall, ID;",Subject Files,Winter_Sports-Idaho_Senior_Games,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/938,938
"Winter Sports: Masters World Cup Nordic Ski Racing 2008, McCall Folder",1/31/2008 - 9/7/2009,1/31/2008,9/7/2009,2008-2009,"36 pages of subject files containing and related to Winter Sports: Masters World Cup Nordic Ski Racing 2008, McCall",,,The Star-News;,Nordic Skiing; Masters World Cup; 2008; McCall Nordic Ski Team Banquet Dispute;,"McCall, ID;",Subject Files,Winter_Sports-Masters_World_Cup_Nordic_Ski_Racing_2008_McCall,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/939,939
Winter Sports: Nordic Skiing I - 1973-1990 Folder,3/12/1973 - 12/31/1990,3/12/1973,12/31/1990,1973-1990,102 pages of subject files containing and related to Winter Sports: Nordic Skiing I - 1973-1990,"Owen-Kiesel, Alison;",Competition Results;,High Country News; Idaho Statesman; The Star-News; Ski Racing Magazine/Nordic;,Cross-country skiing; Nordic Skiing; Alison; Payette Lakes Ski Marathon; Telemark skiing; National Junior Nordic Championship Official Results;,"McCall, ID;",Subject Files,Winter_Sports-Nordic_Skiing_I_-_1973-1990,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/940,940
Winter Sports: Nordic Skiing II - 1991-2017 Folder,1/15/1991 - 1/19/2017,1/15/1991,1/19/2017,1991-2017,132 pages of subject files containing and related to Winter Sports: Nordic Skiing II - 1991-2017,"Owen-Kiesel, Alison;",,Idaho Statesman; The Long Valley Advocate; The Star-News;,Cross-country skiing; Nordic Skiing; Payette Lakes Ski Marathon; Telemark skiing;,"McCall, ID;",Subject Files,Winter_Sports-Nordic_Skiing_II_-_1991-2017,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/941,941
Winter Sports: Olympians Folder,6/5/1959 - 2/4/2010,6/5/1959,2/4/2010,1959-2010,21 pages of subject files containing and related to Winter Sports: Olympians,"Miller, Mack; Boydstun, Patty; Dorris, Mike; Engen, Corey; Brown, Frank; Nelson, Lyle; Eberle, Glen;",,Idaho Statesman; The Long Valley Advocate; The Star-News; The Skier;,Winter Olympics; Nordic Skiing; Alpine Skiing; Biathlon; Special Olympics;,"McCall, ID;",Subject Files,Winter_Sports-Olympians,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/942,942
Winter Sports: Ski Jumping Folder,1/1/1928 - 3/7/1991,1/1/1928,3/7/1991,1928-1991,10 pages of subject files containing and related to Winter Sports: Ski Jumping,,Photographs;,Payette Lakes Star; The Star-News;,Little Ski Hill; NCAA ski championship; National Junior Ski Jumping; Ski Jumping;,"McCall, ID;",Subject Files,Winter_Sports-Ski_Jumping,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/943,943
Winter Sports: Sledding Folder,3/6/1925 - 1/12/2012,3/6/1925,1/12/2012,1925-2012,6 pages of subject files containing and related to Winter Sports: Sledding,,,Cascade News; Idaho Statesman; The Star-News;,Activity Barn; Bear Basin Nordic Area; McCall Winter Sports; satellite dish sled; snow sledding; toboggan slide;,"McCall, ID; Payette Lake;",Subject Files,Winter_Sports-Sledding,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/944,944
Winter Sports: Alpine Ski Racing Folder,7/15/1945 - 3/24/2016,7/15/1945,3/24/2016,1945-2016,202 pages of subject files containing and related to Winter Sports: Alpine Ski Racing,"Boydstun, Patty; Butts, Dave; Dorris, Ann; Dorris, Bill; Dorris, George; Dorris, Joe; Dorris, Linda; Dorris, Mike; Engen, David; Harwood, Stan; Zachary, Tom;",Competition Guidelines; Magazine Articles;,Idaho Statesman; The Long Valley Advocate; Pacific Northwest Ski Association; Payette Lakes Star; Ski Racing Magazine; The Star-News;,Engen Cup; Pacific Northwest Ski Association; Ski Racing;,"McCall, ID; Mt. Hood; Sun Valley; Caldwell, ID;",Subject Files,Winter_Sports-Alpine_Ski_Racing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/945,945
Winter Sports: Alpine Skiing I: 1938-1990 Folder,1/3/1938 - 12/31/1990,1/3/1938,12/31/1990,1938-1990,112 pages of subject files containing and related to Winter Sports: Alpine Skiing I: 1938-1990,"Engen, Cory; Nelson, Lyle; Watkins, Ray;",,Ford Times; Idaho Statesman; The Long Valley Advocate; The Star-News;,Alpine Skiiing; Brundage Mountain Ski Area; Engen Cup; Little Ski Hill; Mitey Mites; Payette Lakes Ski Club; Skiiing; Brundage Mountain Lift Prices;,"Brundage Mountain; McCall, ID;",Subject Files,Winter_Sports-Alpine_Skiing_I-1938-1990,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/946,946
Winter Sports: Snowshoeing Folder,1/8/1998 - 2/25/2016,1/8/1998,2/25/2016,1998-2016,13 pages of subject files containing and related to Winter Sports: Snowshoeing,,,Idaho Statesman; The Star-News;,Brundage Mountain Ski Resort; Brundage Ridge; Jug Mountain Ranch; snowshoes; snowshoeing;,"Brundage Mountain; McCall, ID; Ponderosa State Park;",Subject Files,Winter_Sports-Snowshoeing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/947,947
Winter Sports: Snowtubing Folder,12/23/1999 - 12/8/2016,12/23/1999,12/8/2016,1999-2016,6 pages of subject files containing and related to Winter Sports: Snowtubing,,,Idaho Statesman; The Star-News;,Activity Barn; snowtubing; tubing;,"McCall, ID;",Subject Files,Winter_Sports-Snowtubing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/948,948
Winter Sports: Special Olympics Folder,3/18/1984 - 2/12/2009,3/18/1984,2/12/2009,1984-2009,17 pages of subject files containing and related to Winter Sports: Special Olympics,,,Idaho Statesman; The Star-News;,Downhill ski; Ice Skating; Nordic Sprint; Snowshoe race; Winter Special Olympics; World Winter Games;,"McCall, ID;",Subject Files,Winter_Sports-Special_Olympics,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/949,949
Winter Sports: Walking Folder,11/19/2015 - 11/17/2016,11/19/2015,11/17/2016,2015-2016,3 pages of subject files containing and related to Winter Sports: Walking,,,The Star-News;,excercise; fitness; The Streak; walking; winter;,"McCall, ID;",Subject Files,Winter_Sports-Walking,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/950,950
Wolf Recovery Project Folder,1/1/1990 - 12/6/2007,1/1/1990,12/6/2007,1990-2007,181 pages of subject files containing and related to Wolf Recovery Project,"Mack, Curt;",Management Reports;,Idaho Statesman; The Long Valley Advocate; Newsweek; The Star-News;,Defenders of Wildlife; Endangered Species; Nez Perce Tribe; predation; U.S. Fish and Wildlife Service; Wolf; Wolf B-21; Wolf Recovery; Wolves;,"Lapwai, ID; McCall, ID; Idaho;",Subject Files,Wolf_Recovery_Project,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/951,951
Winter Sports: Snowboarding Folder,2/24/1992 - 4/12/2007,2/24/1992,4/12/2007,1992-2007,17 pages of subject files containing and related to Winter Sports: Snowboarding,,,Idaho Statesman; The Star-News;,Big Air and Boarder Cross competition; Boarder Cross snowboard race; Brundage Mountain Ski area; First Security Games; Idaho Winter Games; Little Ski Hill; Slant Snowboard Team; Slopestyle Snowboard Competition; snowboarding; United States National Snowboard competitions; USSA Inter-Mountain Division;,"McCall, ID;",Subject Files,Winter_Sports-Snowboarding,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/952,952
"Wood Stock, McCall, Idaho Folder",7/15/2010 - 7/14/2016,7/15/2010,7/14/2016,2010-2016,"6 pages of subject files containing and related to Wood Stock, McCall, Idaho",,,The Star-News;,WoodStock; Heartland Hunger and Resource Center; Smokejumper Base; Firewood;,"McCall, ID;",Subject Files,Wood_Stock_McCall_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/953,953
"Woodlands: McCall, Idaho Folder",11/25/1992 - 11/25/1992,11/25/1992,11/25/1992,1992-1992,"2 pages of subject files containing and related to Woodlands: McCall, Idaho",,,The Star-News;,The Woodlands Subdivision; Samson Trail; McCall Planning and Zoning;,"McCall, ID;",Subject Files,Woodlands-McCall_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/954,954
Yacht Club Folder,1/1/1949 - 2/13/2014,1/1/1949,2/13/2014,1949-2014,40 pages of subject files containing and related to Yacht Club,,Written History; Photos; Idaho Historical Sites Inventory Form; Maps;,The Star-News;,Yacht Club Hotel; Romano&apos;s Restaurant; Snowshoe golf;,"McCall, ID;",Subject Files,Yacht_Club,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/955,955
"Yellow Couch Teen Center, McCall, Idaho Folder",2/16/2012 - 5/22/2014,2/16/2012,5/22/2014,2012-2014,"19 pages of subject files containing and related to Yellow Couch Teen Center, McCall, Idaho",,,The Star-News;,Yellow Couch Teen Center; MYST; Mentoring; The Yellow Mug coffee shop; Tutoring; Ice Break-up contest;,"McCall, ID;",Subject Files,Yellow_Couch_Teen_Center_McCall_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/956,956
Yellow Pine Mining District Folder,1/1/1981 - 1/1/1984,1/1/1981,1/1/1984,1981-1984,46 pages of subject files containing and related to Yellow Pine Mining District,,,,Mining district Study; Geology; Minerals;,"Yellow Pine, ID;",Subject Files,Yellow_Pine_Mining_District,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/957,957
"Yellow Pine, Idaho Folder",1/4/1918 - 8/11/2016,1/4/1918,8/11/2016,1918-2016,"166 pages of subject files containing and related to Yellow Pine, Idaho",,Pamphlet,Cascade News; Idaho Statesman; The Long Valley Advocate; The Star-News; Yellow Pine Times; True West Frontier Times magazine,Mines and Mining; Thunder Mountain; gold; Harmonica Festival; Library Open House;,"Yellow Pine, ID;",Subject Files,Yellow_Pine_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/958,958
